Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer_name,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Product Gender Segment,Delivery Gap,Delivery Performance
TRANSFER,2,4,133.91,278.97,Advance shipping,0,9,Cardio Equipment,Bridgeton,USA,638,Michael Johnson,Consumer,NJ,3856 Heather Island Ridge,8302,3,Footwear,39.45430374,-75.26563263,Europe,Viena,Austria,638,21,0.07,99.99,0.48,3,299.97,278.97,133.91,Western Europe,Viena,Pending,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,Men,-2,Early
PAYMENT,6,2,33.6,96,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,5,Golf,18.02536774,-66.61303711,Pacific Asia,Murray Bridge,Australia,639,4,0.04,50,0.35,2,100,96,33.6,Oceania,Australia del Sur,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,4,Delayed
PAYMENT,6,2,128.69,494.95,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,3,Footwear,18.02536774,-66.61303711,Pacific Asia,Murray Bridge,Australia,639,5,0.01,99.99,0.26,5,499.95,494.95,128.69,Oceania,Australia del Sur,Pending_Payment,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,Men,4,Delayed
TRANSFER,6,2,-20.13,123.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,4,Apparel,18.02536774,-66.61303711,LATAM,Araguaína,Brasil,639,6.5,0.05,129.99,-0.16,1,129.99,123.49,-20.13,South America,Tocantins,Pending,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,Men,4,Delayed
TRANSFER,2,2,119.51,248.98,Shipping canceled,0,43,Camping & Hiking,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,USCA,Texas City,Estados Unidos,639,51,0.17,299.98,0.48,1,299.98,248.98,119.51,US Center ,Texas,Suspected_Fraud,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,Women,0,On-Time
TRANSFER,6,2,47.62,113.38,Late delivery,1,17,Cleats,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,4,Apparel,18.02536774,-66.61303711,LATAM,Araguaína,Brasil,639,6.6,0.06,59.99,0.42,2,119.98,113.38,47.62,South America,Tocantins,Pending,Perfect Fitness Perfect Rip Deck,59.99,Second Class,Unisex/Other,4,Delayed
TRANSFER,6,2,9.3,93,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,5,Golf,18.02536774,-66.61303711,LATAM,Araguaína,Brasil,639,7,0.07,50,0.1,2,100,93,9.3,South America,Tocantins,Pending,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,4,Delayed
TRANSFER,2,2,18.42,70.85,Shipping canceled,0,40,Accessories,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,6,Outdoors,18.02536774,-66.61303711,USCA,Texas City,Estados Unidos,639,4.12,0.06,24.99,0.26,3,74.97,70.85,18.42,US Center ,Texas,Suspected_Fraud,Team Golf San Francisco Giants Putter Grip,24.99,Second Class,Unisex/Other,0,On-Time
TRANSFER,2,2,102,212.5,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,5,Golf,18.02536774,-66.61303711,USCA,Texas City,Estados Unidos,639,37.5,0.15,50,0.48,5,250,212.5,102,US Center ,Texas,Suspected_Fraud,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,0,On-Time
TRANSFER,6,4,4.55,45.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,5,Golf,18.02536774,-66.61303711,Africa,Mwanza,Tanzania,639,4.5,0.09,50,0.1,1,50,45.5,4.55,East Africa,Mwanza,Processing,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,2,Delayed
TRANSFER,6,4,73.71,283.48,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,Africa,Mwanza,Tanzania,639,16.5,0.06,299.98,0.26,1,299.98,283.48,73.71,East Africa,Mwanza,Processing,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,2,Delayed
TRANSFER,6,4,53.3,205,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,5,Golf,18.02536774,-66.61303711,Africa,Mwanza,Tanzania,639,45,0.18,50,0.26,5,250,205,53.3,East Africa,Mwanza,Processing,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,2,Delayed
TRANSFER,6,2,8.5,169.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,LATAM,Araguaína,Brasil,639,30,0.15,199.99,0.05,1,199.99,169.99,8.5,South America,Tocantins,Pending,Pelican Sunstream 100 Kayak,199.99,Second Class,Unisex/Other,4,Delayed
TRANSFER,6,2,77.28,167.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,LATAM,Araguaína,Brasil,639,32,0.16,199.99,0.46,1,199.99,167.99,77.28,South America,Tocantins,Pending,Pelican Sunstream 100 Kayak,199.99,Second Class,Unisex/Other,4,Delayed
CASH,2,4,21.75,173.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,LATAM,Arraiján,Panamá,639,26,0.13,199.99,0.13,1,199.99,173.99,21.75,Central America,Panamá,Closed,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,-2,Early
TRANSFER,6,4,-309.38,181.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,Africa,Mwanza,Tanzania,639,18,0.09,199.99,-1.7,1,199.99,181.99,-309.38,East Africa,Mwanza,Processing,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,2,Delayed
TRANSFER,6,4,66.9,197.92,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,Africa,Mwanza,Tanzania,639,2,0.01,49.98,0.34,4,199.92,197.92,66.9,East Africa,Mwanza,Processing,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,2,Delayed
PAYMENT,6,2,74.77,219.91,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,Pacific Asia,Murray Bridge,Australia,639,29.99,0.12,49.98,0.34,5,249.9,219.91,74.77,Oceania,Australia del Sur,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Second Class,Men,4,Delayed
CASH,2,4,-43.5,347.98,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,LATAM,Arraiján,Panamá,639,52,0.13,399.98,-0.13,1,399.98,347.98,-43.5,Central America,Panamá,Closed,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,-2,Early
CASH,2,4,-58.79,235.16,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,4,Apparel,18.02536774,-66.61303711,LATAM,Arraiján,Panamá,639,4.8,0.02,59.99,-0.25,4,239.96,235.16,-58.79,Central America,Panamá,Closed,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,-2,Early
CASH,2,4,42.64,164,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,5,Golf,18.02536774,-66.61303711,LATAM,Arraiján,Panamá,639,36,0.18,50,0.26,4,200,164,42.64,Central America,Panamá,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,-2,Early
TRANSFER,6,4,101.67,327.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,USCA,Chicago,Estados Unidos,639,72,0.18,399.98,0.31,1,399.98,327.98,101.67,US Center ,Illinois,Processing,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,2,Delayed
PAYMENT,6,2,14.7,29.99,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,5,Golf,18.02536774,-66.61303711,Pacific Asia,Murray Bridge,Australia,639,10,0.25,39.99,0.49,1,39.99,29.99,14.7,Oceania,Australia del Sur,Pending_Payment,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class,Women,4,Delayed
PAYMENT,6,2,33,299.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,639,Elizabeth Pittman,Home Office,PR,7573 Golden Treasure Centre,725,7,Fan Shop,18.02536774,-66.61303711,Pacific Asia,Murray Bridge,Australia,639,0,0,299.98,0.11,1,299.98,299.98,33,Oceania,Australia del Sur,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,Women,4,Delayed
TRANSFER,6,4,-16.6,83,Late delivery,1,24,Women's Apparel,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,5,Golf,39.28265762,-77.4777832,Pacific Asia,Xuzhou,China,640,17,0.17,50,-0.2,2,100,83,-16.6,Eastern Asia,Jiangsu,Pending,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,2,Delayed
TRANSFER,6,4,11.82,36.38,Late delivery,1,36,Golf Balls,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,6,Outdoors,39.28265762,-77.4777832,Pacific Asia,Xuzhou,China,640,3.6,0.09,19.99,0.33,2,39.98,36.38,11.82,Eastern Asia,Jiangsu,Pending,Glove It Women's Imperial Golf Glove,19.99,Standard Class,Women,2,Delayed
TRANSFER,6,4,73.79,196.77,Late delivery,1,17,Cleats,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,Pacific Asia,Xuzhou,China,640,43.19,0.18,59.99,0.38,4,239.96,196.77,73.79,Eastern Asia,Jiangsu,Pending,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,2,Delayed
DEBIT,4,4,68.84,152.97,Shipping on time,0,17,Cleats,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,Europe,Six-Fours-les-Plages,Francia,640,27,0.15,59.99,0.45,3,179.97,152.97,68.84,Western Europe,Provenza-Alpes-Costa Azul,Complete,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,0,On-Time
CASH,2,1,35.49,104.38,Late delivery,1,17,Cleats,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,Pacific Asia,Fuji,Japón,640,15.6,0.13,59.99,0.34,2,119.98,104.38,35.49,Eastern Asia,Shizuoka,Closed,Perfect Fitness Perfect Rip Deck,59.99,First Class,Unisex/Other,1,Delayed
DEBIT,2,1,34.4,127.39,Late delivery,1,18,Men's Footwear,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,LATAM,Tehuacán,México,640,2.6,0.02,129.99,0.27,1,129.99,127.39,34.4,Central America,Puebla,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,Men,1,Delayed
DEBIT,2,1,159.98,319.97,Late delivery,1,9,Cardio Equipment,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,3,Footwear,39.28265762,-77.4777832,LATAM,Tehuacán,México,640,79.99,0.2,99.99,0.5,4,399.96,319.97,159.98,Central America,Puebla,Complete,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,Men,1,Delayed
DEBIT,3,4,-165.08,247.5,Advance shipping,0,24,Women's Apparel,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,5,Golf,39.28265762,-77.4777832,Europe,Sandnes,Noruega,640,2.5,0.01,50,-0.67,5,250,247.5,-165.08,Northern Europe,Rogaland,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,-1,Early
DEBIT,4,4,63.38,187.5,Shipping on time,0,24,Women's Apparel,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,5,Golf,39.28265762,-77.4777832,Europe,Six-Fours-les-Plages,Francia,640,62.5,0.25,50,0.34,5,250,187.5,63.38,Western Europe,Provenza-Alpes-Costa Azul,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,0,On-Time
PAYMENT,2,1,38.67,110.49,Late delivery,1,18,Men's Footwear,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,LATAM,Valencia,Venezuela,640,19.5,0.15,129.99,0.35,1,129.99,110.49,38.67,South America,Carabobo,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,Men,1,Delayed
PAYMENT,2,1,135.02,371.96,Late delivery,1,9,Cardio Equipment,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,3,Footwear,39.28265762,-77.4777832,LATAM,Valencia,Venezuela,640,28,0.07,99.99,0.36,4,399.96,371.96,135.02,South America,Carabobo,Pending_Payment,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,Men,1,Delayed
PAYMENT,5,4,-13.37,118.29,Late delivery,1,18,Men's Footwear,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,LATAM,Chinautla,Guatemala,640,11.7,0.09,129.99,-0.11,1,129.99,118.29,-13.37,Central America,Guatemala,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,1,Delayed
PAYMENT,5,4,75,299.98,Late delivery,1,43,Camping & Hiking,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,7,Fan Shop,39.28265762,-77.4777832,LATAM,Chinautla,Guatemala,640,0,0,299.98,0.25,1,299.98,299.98,75,Central America,Guatemala,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,1,Delayed
PAYMENT,5,4,-269.27,395.98,Late delivery,1,45,Fishing,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,7,Fan Shop,39.28265762,-77.4777832,LATAM,Chinautla,Guatemala,640,4,0.01,399.98,-0.68,1,399.98,395.98,-269.27,Central America,Guatemala,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,1,Delayed
PAYMENT,6,4,7.33,44.99,Late delivery,1,17,Cleats,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,USCA,Aurora,Estados Unidos,640,15,0.25,59.99,0.16,1,59.99,44.99,7.33,US Center ,Illinois,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,2,Delayed
PAYMENT,6,4,83.15,296.98,Late delivery,1,43,Camping & Hiking,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,7,Fan Shop,39.28265762,-77.4777832,USCA,Aurora,Estados Unidos,640,3,0.01,299.98,0.28,1,299.98,296.98,83.15,US Center ,Illinois,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,2,Delayed
DEBIT,3,4,45.04,128.69,Advance shipping,0,18,Men's Footwear,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,Europe,Sandnes,Noruega,640,1.3,0.01,129.99,0.35,1,129.99,128.69,45.04,Northern Europe,Rogaland,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,-1,Early
DEBIT,3,4,-101.91,127.39,Advance shipping,0,18,Men's Footwear,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,Europe,Sandnes,Noruega,640,2.6,0.02,129.99,-0.8,1,129.99,127.39,-101.91,Northern Europe,Rogaland,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,-1,Early
DEBIT,4,4,4.99,56.69,Shipping on time,0,17,Cleats,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,4,Apparel,39.28265762,-77.4777832,Europe,Six-Fours-les-Plages,Francia,640,3.3,0.06,59.99,0.09,1,59.99,56.69,4.99,Western Europe,Provenza-Alpes-Costa Azul,Complete,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,0,On-Time
DEBIT,3,4,33.8,129.99,Advance shipping,0,32,Golf Apparel,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,6,Outdoors,39.28265762,-77.4777832,Europe,Sandnes,Noruega,640,0,0,129.99,0.26,1,129.99,129.99,33.8,Northern Europe,Rogaland,Complete,TaylorMade Women's RBZ SL Rescue,129.99,Standard Class,Women,-1,Early
DEBIT,4,4,10.47,38.79,Shipping on time,0,29,Shop By Sport,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,5,Golf,39.28265762,-77.4777832,Europe,Six-Fours-les-Plages,Francia,640,1.2,0.03,39.99,0.27,1,39.99,38.79,10.47,Western Europe,Provenza-Alpes-Costa Azul,Complete,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,Women,0,On-Time
DEBIT,3,4,4.5,35.99,Advance shipping,0,29,Shop By Sport,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,5,Golf,39.28265762,-77.4777832,Europe,Sandnes,Noruega,640,4,0.1,39.99,0.13,1,39.99,35.99,4.5,Northern Europe,Rogaland,Complete,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,Women,-1,Early
PAYMENT,5,4,96,191.99,Late delivery,1,48,Water Sports,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,7,Fan Shop,39.28265762,-77.4777832,LATAM,Chinautla,Guatemala,640,8,0.04,199.99,0.5,1,199.99,191.99,96,Central America,Guatemala,Pending_Payment,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,1,Delayed
PAYMENT,5,4,87.28,193.95,Late delivery,1,29,Shop By Sport,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,5,Golf,39.28265762,-77.4777832,LATAM,Chinautla,Guatemala,640,6,0.03,39.99,0.45,5,199.95,193.95,87.28,Central America,Guatemala,Pending_Payment,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,Women,1,Delayed
PAYMENT,6,4,63.6,195.71,Late delivery,1,6,Tennis & Racquet,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,2,Fitness,39.28265762,-77.4777832,USCA,Aurora,Estados Unidos,640,29.24,0.13,44.99,0.33,5,224.95,195.71,63.6,US Center ,Illinois,Pending_Payment,Nike Men's Comfort 2 Slide,44.99,Standard Class,Men,2,Delayed
DEBIT,2,1,-187.99,159.99,Late delivery,1,48,Water Sports,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,7,Fan Shop,39.28265762,-77.4777832,USCA,Los Angeles,Estados Unidos,640,40,0.2,199.99,-1.18,1,199.99,159.99,-187.99,West of USA ,California,Complete,Pelican Sunstream 100 Kayak,199.99,First Class,Unisex/Other,1,Delayed
PAYMENT,6,4,30.44,86.97,Late delivery,1,46,Indoor/Outdoor Games,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,7,Fan Shop,39.28265762,-77.4777832,USCA,Aurora,Estados Unidos,640,12.99,0.13,49.98,0.35,2,99.96,86.97,30.44,US Center ,Illinois,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,2,Delayed
DEBIT,4,4,20,159.99,Shipping on time,0,48,Water Sports,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,7,Fan Shop,39.28265762,-77.4777832,Europe,Six-Fours-les-Plages,Francia,640,40,0.2,199.99,0.13,1,199.99,159.99,20,Western Europe,Provenza-Alpes-Costa Azul,Complete,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,0,On-Time
PAYMENT,2,1,41.98,119.95,Late delivery,1,46,Indoor/Outdoor Games,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,7,Fan Shop,39.28265762,-77.4777832,LATAM,Valencia,Venezuela,640,29.99,0.2,49.98,0.35,3,149.94,119.95,41.98,South America,Carabobo,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,First Class,Men,1,Delayed
PAYMENT,6,4,19.68,327.98,Late delivery,1,45,Fishing,New Castle,USA,640,Jean Smith,Corporate,DE,9871 Cotton Highway,19720,7,Fan Shop,39.28265762,-77.4777832,USCA,Aurora,Estados Unidos,640,72,0.18,399.98,0.06,1,399.98,327.98,19.68,US Center ,Illinois,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,2,Delayed
DEBIT,4,4,67.9,242.5,Shipping on time,0,24,Women's Apparel,Plainfield,USA,641,Mary Hamilton,Consumer,NJ,3538 Golden Bluff Court,7060,5,Golf,40.05116272,-75.63142395,Pacific Asia,Manila,Filipinas,641,7.5,0.03,50,0.28,5,250,242.5,67.9,Southeast Asia,Capital Nacional,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,0,On-Time
DEBIT,4,4,13.95,123.49,Shipping on time,0,18,Men's Footwear,Plainfield,USA,641,Mary Hamilton,Consumer,NJ,3538 Golden Bluff Court,7060,4,Apparel,40.05116272,-75.63142395,Pacific Asia,Manila,Filipinas,641,6.5,0.05,129.99,0.11,1,129.99,123.49,13.95,Southeast Asia,Capital Nacional,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,0,On-Time
DEBIT,4,4,83.6,379.98,Shipping on time,0,45,Fishing,Plainfield,USA,641,Mary Hamilton,Consumer,NJ,3538 Golden Bluff Court,7060,7,Fan Shop,40.05116272,-75.63142395,Pacific Asia,Manila,Filipinas,641,20,0.05,399.98,0.22,1,399.98,379.98,83.6,Southeast Asia,Capital Nacional,Complete,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,0,On-Time
DEBIT,4,4,19.2,191.99,Shipping on time,0,48,Water Sports,Plainfield,USA,641,Mary Hamilton,Consumer,NJ,3538 Golden Bluff Court,7060,7,Fan Shop,40.05116272,-75.63142395,Pacific Asia,Manila,Filipinas,641,8,0.04,199.99,0.1,1,199.99,191.99,19.2,Southeast Asia,Capital Nacional,Complete,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,0,On-Time
TRANSFER,6,2,35.62,122.84,Late delivery,1,18,Men's Footwear,Plainfield,USA,641,Mary Hamilton,Consumer,NJ,3538 Golden Bluff Court,7060,4,Apparel,40.05116272,-75.63142395,Africa,Mogadishu,Somalia,641,7.15,0.06,129.99,0.29,1,129.99,122.84,35.62,East Africa,Benadir,Pending,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,Men,4,Delayed
TRANSFER,6,2,40.86,120.89,Late delivery,1,18,Men's Footwear,Plainfield,USA,641,Mary Hamilton,Consumer,NJ,3538 Golden Bluff Court,7060,4,Apparel,40.05116272,-75.63142395,Africa,Mogadishu,Somalia,641,9.1,0.07,129.99,0.34,1,129.99,120.89,40.86,East Africa,Benadir,Pending,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,Men,4,Delayed
TRANSFER,6,2,22.62,180.93,Late delivery,1,37,Electronics,Plainfield,USA,641,Mary Hamilton,Consumer,NJ,3538 Golden Bluff Court,7060,6,Outdoors,40.05116272,-75.63142395,Africa,Mogadishu,Somalia,641,27.03,0.13,51.99,0.13,4,207.96,180.93,22.62,East Africa,Benadir,Pending,Titleist Pro V1 High Numbers Personalized Gol,51.99,Second Class,Unisex/Other,4,Delayed
DEBIT,4,4,-165.31,94.46,Shipping on time,0,46,Indoor/Outdoor Games,Plainfield,USA,641,Mary Hamilton,Consumer,NJ,3538 Golden Bluff Court,7060,7,Fan Shop,40.05116272,-75.63142395,Pacific Asia,Manila,Filipinas,641,5.5,0.06,49.98,-1.75,2,99.96,94.46,-165.31,Southeast Asia,Capital Nacional,Complete,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,0,On-Time
DEBIT,5,4,-160.86,97.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,642,Timothy Vasquez,Consumer,PR,5319 Blue Leaf Moor,725,4,Apparel,18.35914803,-66.07791901,Europe,Kaliningrado,Rusia,642,32.5,0.25,129.99,-1.65,1,129.99,97.49,-160.86,Eastern Europe,Kaliningrado,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,1,Delayed
DEBIT,5,4,31.87,254.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,642,Timothy Vasquez,Consumer,PR,5319 Blue Leaf Moor,725,7,Fan Shop,18.35914803,-66.07791901,Europe,Kaliningrado,Rusia,642,45,0.15,299.98,0.13,1,299.98,254.98,31.87,Eastern Europe,Kaliningrado,Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,1,Delayed
PAYMENT,2,1,83.42,193.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,642,Timothy Vasquez,Consumer,PR,5319 Blue Leaf Moor,725,7,Fan Shop,18.35914803,-66.07791901,LATAM,Tampico,México,642,6,0.03,199.99,0.43,1,199.99,193.99,83.42,Central America,Tamaulipas,Pending_Payment,Pelican Sunstream 100 Kayak,199.99,First Class,Unisex/Other,1,Delayed
DEBIT,5,4,73.24,236.25,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,642,Timothy Vasquez,Consumer,PR,5319 Blue Leaf Moor,725,5,Golf,18.35914803,-66.07791901,Europe,Kaliningrado,Rusia,642,13.75,0.06,50,0.31,5,250,236.25,73.24,Eastern Europe,Kaliningrado,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,1,Delayed
