Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer_name,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
TRANSFER,2,2,3.78,37.79,Shipping canceled,0,29,Shop By Sport,Caguas,Puerto Rico,94,Mary Smith,Corporate,PR,921 Broad Chase,725,5,Golf,18.22758865,-66.04360199,LATAM,Presidente Dutra,Brasil,94,2.2,0.06,39.99,0.1,1,39.99,37.79,3.78,South America,Marañón,Suspected_Fraud,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
TRANSFER,2,2,14.93,106.65,Shipping canceled,0,38,Kids' Golf Clubs,Caguas,Puerto Rico,94,Mary Smith,Corporate,PR,921 Broad Chase,725,6,Outdoors,18.22758865,-66.04360199,LATAM,Presidente Dutra,Brasil,94,3.3,0.03,109.95,0.14,1,109.95,106.65,14.93,South America,Marañón,Suspected_Fraud,Polar Loop Activity Tracker,109.95,Second Class
DEBIT,2,2,-554.37,335.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,94,Mary Smith,Corporate,PR,921 Broad Chase,725,7,Fan Shop,18.22758865,-66.04360199,Europe,Sheffield,Reino Unido,94,64,0.16,399.98,-1.65,1,399.98,335.98,-554.37,Northern Europe,Inglaterra,Complete,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
TRANSFER,2,1,26.4,299.99,Late delivery,1,45,Fishing,Caguas,Puerto Rico,94,Mary Smith,Corporate,PR,921 Broad Chase,725,7,Fan Shop,18.22758865,-66.04360199,USCA,Fremont,Estados Unidos,94,100,0.25,399.98,0.09,1,399.98,299.99,26.4,US Center ,Nebraska,Processing,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
DEBIT,4,4,0.5,50,Shipping on time,0,24,Women's Apparel,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,5,Golf,33.35597992,-111.9122238,Pacific Asia,Qingdao,China,95,0,0,50,0.01,1,50,50,0.5,Eastern Asia,Shandong,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
DEBIT,4,4,17.46,38.79,Shipping on time,0,29,Shop By Sport,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,5,Golf,33.35597992,-111.9122238,Pacific Asia,Qingdao,China,95,1.2,0.03,39.99,0.45,1,39.99,38.79,17.46,Eastern Asia,Shandong,Complete,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,4,4,1.92,76.78,Shipping on time,0,29,Shop By Sport,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,5,Golf,33.35597992,-111.9122238,Pacific Asia,Ballarat,Australia,95,3.2,0.04,39.99,0.03,2,79.98,76.78,1.92,Oceania,Victoria,Complete,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,4,4,45.08,98,Shipping on time,0,26,Girls' Apparel,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,5,Golf,33.35597992,-111.9122238,LATAM,Lima,Perú,95,2,0.02,25,0.46,4,100,98,45.08,South America,Lima (ciudad),Complete,adidas Men's Germany Black Crest Away Tee,25,Standard Class
DEBIT,4,4,70.86,202.46,Shipping on time,0,6,Tennis & Racquet,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,2,Fitness,33.35597992,-111.9122238,Pacific Asia,Ballarat,Australia,95,22.5,0.1,44.99,0.35,5,224.95,202.46,70.86,Oceania,Victoria,Complete,Nike Men's Comfort 2 Slide,44.99,Standard Class
PAYMENT,3,2,-82.37,123.49,Late delivery,1,18,Men's Footwear,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,4,Apparel,33.35597992,-111.9122238,Africa,Cairo,Egipto,95,6.5,0.05,129.99,-0.67,1,129.99,123.49,-82.37,North Africa,El Cairo,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
PAYMENT,3,4,-55.09,78.7,Advance shipping,0,37,Electronics,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,6,Outdoors,33.35597992,-111.9122238,LATAM,Manizales,Colombia,95,17.27,0.18,31.99,-0.7,3,95.97,78.7,-55.09,South America,Caldas,Pending_Payment,Bridgestone e6 Straight Distance NFL San Dieg,31.99,Standard Class
DEBIT,6,2,135.35,287.98,Late delivery,1,43,Camping & Hiking,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,7,Fan Shop,33.35597992,-111.9122238,LATAM,Mixco,Guatemala,95,12,0.04,299.98,0.47,1,299.98,287.98,135.35,Central America,Guatemala,Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
DEBIT,6,2,32.18,99,Late delivery,1,24,Women's Apparel,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,5,Golf,33.35597992,-111.9122238,LATAM,Mixco,Guatemala,95,1,0.01,50,0.33,2,100,99,32.18,Central America,Guatemala,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
DEBIT,6,2,82.07,170.97,Late delivery,1,17,Cleats,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,4,Apparel,33.35597992,-111.9122238,LATAM,Mixco,Guatemala,95,9,0.05,59.99,0.48,3,179.97,170.97,82.07,Central America,Guatemala,Complete,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,6,2,19.64,223.16,Late delivery,1,17,Cleats,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,4,Apparel,33.35597992,-111.9122238,LATAM,Mixco,Guatemala,95,16.8,0.07,59.99,0.09,4,239.96,223.16,19.64,Central America,Guatemala,Complete,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,4,4,78.29,260.98,Shipping on time,0,43,Camping & Hiking,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,7,Fan Shop,33.35597992,-111.9122238,LATAM,Lima,Perú,95,39,0.13,299.98,0.3,1,299.98,260.98,78.29,South America,Lima (ciudad),Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,4,4,42.25,129.99,Shipping on time,0,18,Men's Footwear,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,4,Apparel,33.35597992,-111.9122238,Pacific Asia,Qingdao,China,95,0,0,129.99,0.33,1,129.99,129.99,42.25,Eastern Asia,Shandong,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,4,4,35.67,127.39,Shipping on time,0,18,Men's Footwear,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,4,Apparel,33.35597992,-111.9122238,Pacific Asia,Ballarat,Australia,95,2.6,0.02,129.99,0.28,1,129.99,127.39,35.67,Oceania,Victoria,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,3,2,20,199.99,Late delivery,1,48,Water Sports,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,7,Fan Shop,33.35597992,-111.9122238,Africa,Cairo,Egipto,95,0,0,199.99,0.1,1,199.99,199.99,20,North Africa,El Cairo,Pending_Payment,Pelican Sunstream 100 Kayak,199.99,Second Class
DEBIT,4,4,48,159.99,Shipping on time,0,48,Water Sports,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,7,Fan Shop,33.35597992,-111.9122238,LATAM,Lima,Perú,95,40,0.2,199.99,0.3,1,199.99,159.99,48,South America,Lima (ciudad),Complete,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,4,4,73.5,149.99,Shipping on time,0,48,Water Sports,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,7,Fan Shop,33.35597992,-111.9122238,LATAM,Lima,Perú,95,50,0.25,199.99,0.49,1,199.99,149.99,73.5,South America,Lima (ciudad),Complete,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,6,2,46.11,112.46,Late delivery,1,46,Indoor/Outdoor Games,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,7,Fan Shop,33.35597992,-111.9122238,LATAM,Mixco,Guatemala,95,37.49,0.25,49.98,0.41,3,149.94,112.46,46.11,Central America,Guatemala,Complete,O'Brien Men's Neoprene Life Vest,49.98,Second Class
DEBIT,4,4,44.75,395.98,Shipping on time,0,45,Fishing,Hyattsville,USA,95,Susan Williams,Corporate,MD,3587 Thunder Rise,20783,7,Fan Shop,33.35597992,-111.9122238,Pacific Asia,Ballarat,Australia,95,4,0.01,399.98,0.11,1,399.98,395.98,44.75,Oceania,Victoria,Complete,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,2,1,46.98,260.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,7,Fan Shop,18.22753143,-66.04355621,Europe,Reims,Francia,96,39,0.13,299.98,0.18,1,299.98,260.98,46.98,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Processing,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
TRANSFER,2,1,-80.83,254.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,7,Fan Shop,18.22753143,-66.04355621,Europe,Reims,Francia,96,45,0.15,299.98,-0.32,1,299.98,254.98,-80.83,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Processing,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
TRANSFER,2,1,-4.7,83.97,Late delivery,1,40,Accessories,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,6,Outdoors,18.22753143,-66.04355621,Europe,Reims,Francia,96,15.99,0.16,24.99,-0.06,4,99.96,83.97,-4.7,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Processing,Team Golf Pittsburgh Steelers Putter Grip,24.99,First Class
TRANSFER,2,1,-103.51,227.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,5,Golf,18.22753143,-66.04355621,Europe,Reims,Francia,96,22.5,0.09,50,-0.46,5,250,227.5,-103.51,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Processing,Nike Men's Dri-FIT Victory Golf Polo,50,First Class
CASH,3,4,36.54,173.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,7,Fan Shop,18.22753143,-66.04355621,Europe,Molina de Segura,España,96,26,0.13,199.99,0.21,1,199.99,173.99,36.54,Southern Europe,Murcia,Closed,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,2,1,7.37,193.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,7,Fan Shop,18.22753143,-66.04355621,Europe,Reims,Francia,96,6,0.03,199.99,0.04,1,199.99,193.99,7.37,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Processing,Pelican Sunstream 100 Kayak,199.99,First Class
DEBIT,4,4,87.37,189.92,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,7,Fan Shop,18.22753143,-66.04355621,LATAM,Masaya,Nicaragua,96,10,0.05,49.98,0.46,4,199.92,189.92,87.37,Central America,Masaya,Complete,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,2,1,70.47,260.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,7,Fan Shop,18.22753143,-66.04355621,Africa,Luanda,Angola,96,39,0.13,299.98,0.27,1,299.98,260.98,70.47,Central Africa,Luanda,Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
DEBIT,4,4,138.23,287.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,7,Fan Shop,18.22753143,-66.04355621,LATAM,Masaya,Nicaragua,96,12,0.04,299.98,0.48,1,299.98,287.98,138.23,Central America,Masaya,Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,4,4,131.09,284.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,7,Fan Shop,18.22753143,-66.04355621,LATAM,Masaya,Nicaragua,96,15,0.05,299.98,0.46,1,299.98,284.98,131.09,Central America,Masaya,Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,4,4,46.08,96,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,5,Golf,18.22753143,-66.04355621,LATAM,Masaya,Nicaragua,96,4,0.04,50,0.48,2,100,96,46.08,Central America,Masaya,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
DEBIT,4,4,17.82,237.56,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,96,Virginia Smith,Home Office,PR,6080 Blue Close,725,4,Apparel,18.22753143,-66.04355621,LATAM,Masaya,Nicaragua,96,2.4,0.01,59.99,0.08,4,239.96,237.56,17.82,Central America,Masaya,Complete,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,4,25.2,251.98,Advance shipping,0,43,Camping & Hiking,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,7,Fan Shop,33.30079269,-112.0346222,USCA,Rio Rancho,Estados Unidos,97,48,0.16,299.98,0.1,1,299.98,251.98,25.2,West of USA ,Nuevo México,Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
CASH,3,4,94.3,278.98,Advance shipping,0,43,Camping & Hiking,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,7,Fan Shop,33.30079269,-112.0346222,LATAM,Salina Cruz,México,97,21,0.07,299.98,0.34,1,299.98,278.98,94.3,Central America,Oaxaca,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,2,4,120.18,383.96,Advance shipping,0,9,Cardio Equipment,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,3,Footwear,33.30079269,-112.0346222,USCA,Rio Rancho,Estados Unidos,97,16,0.04,99.99,0.31,4,399.96,383.96,120.18,West of USA ,Nuevo México,Complete,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
DEBIT,6,2,39.58,113.09,Late delivery,1,18,Men's Footwear,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,4,Apparel,33.30079269,-112.0346222,Africa,Lagos,Nigeria,97,16.9,0.13,129.99,0.35,1,129.99,113.09,39.58,West Africa,Lagos,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
DEBIT,6,2,54.14,110.49,Late delivery,1,18,Men's Footwear,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,4,Apparel,33.30079269,-112.0346222,Africa,Lagos,Nigeria,97,19.5,0.15,129.99,0.49,1,129.99,110.49,54.14,West Africa,Lagos,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
DEBIT,6,2,-35.25,187.5,Late delivery,1,24,Women's Apparel,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,5,Golf,33.30079269,-112.0346222,Africa,Lagos,Nigeria,97,62.5,0.25,50,-0.19,5,250,187.5,-35.25,West Africa,Lagos,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
DEBIT,6,2,-493.98,189.99,Late delivery,1,48,Water Sports,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,7,Fan Shop,33.30079269,-112.0346222,Africa,Lagos,Nigeria,97,10,0.05,199.99,-2.6,1,199.99,189.99,-493.98,West Africa,Lagos,Complete,Pelican Sunstream 100 Kayak,199.99,Second Class
TRANSFER,4,4,-39.89,54.42,Shipping on time,0,12,Boxing & MMA,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,3,Footwear,33.30079269,-112.0346222,LATAM,Petapa,Guatemala,97,0.55,0.01,54.97,-0.73,1,54.97,54.42,-39.89,Central America,Guatemala,Pending,Under Armour Women's Micro G Skulpt Running S,54.97,Standard Class
TRANSFER,4,4,139.49,278.98,Shipping on time,0,43,Camping & Hiking,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,7,Fan Shop,33.30079269,-112.0346222,LATAM,Petapa,Guatemala,97,21,0.07,299.98,0.5,1,299.98,278.98,139.49,Central America,Guatemala,Pending,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
CASH,3,4,186.19,379.98,Advance shipping,0,45,Fishing,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,7,Fan Shop,33.30079269,-112.0346222,LATAM,Salina Cruz,México,97,20,0.05,399.98,0.49,1,399.98,379.98,186.19,Central America,Oaxaca,Closed,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,4,4,22.31,46.48,Shipping on time,0,46,Indoor/Outdoor Games,Phoenix,USA,97,Mary Rhodes,Corporate,AZ,1463 Silver Mountain Gate,85008,7,Fan Shop,33.30079269,-112.0346222,LATAM,Petapa,Guatemala,97,3.5,0.07,49.98,0.48,1,49.98,46.48,22.31,Central America,Guatemala,Pending,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,4,2,8.3,83,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,5,Golf,18.22761917,-66.04356384,USCA,Los Angeles,Estados Unidos,98,17,0.17,50,0.1,2,100,83,8.3,West of USA ,California,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
DEBIT,4,2,19,190,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,5,Golf,18.22761917,-66.04356384,USCA,Los Angeles,Estados Unidos,98,10,0.05,50,0.1,4,200,190,19,West of USA ,California,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
DEBIT,4,2,22.5,225,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,5,Golf,18.22761917,-66.04356384,USCA,Los Angeles,Estados Unidos,98,25,0.1,50,0.1,5,250,225,22.5,West of USA ,California,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
DEBIT,2,1,-76,189.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,7,Fan Shop,18.22761917,-66.04356384,LATAM,Mexico City,México,98,10,0.05,199.99,-0.4,1,199.99,189.99,-76,Central America,Distrito Federal,Complete,Pelican Sunstream 100 Kayak,199.99,First Class
DEBIT,2,1,68.6,188.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,7,Fan Shop,18.22761917,-66.04356384,LATAM,Mexico City,México,98,11,0.06,199.99,0.36,1,199.99,188.99,68.6,Central America,Distrito Federal,Complete,Pelican Sunstream 100 Kayak,199.99,First Class
PAYMENT,2,4,39.13,134.95,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,7,Fan Shop,18.22761917,-66.04356384,Europe,Naples,Italia,98,14.99,0.1,49.98,0.29,3,149.94,134.95,39.13,Southern Europe,Campania,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,2,1,72,149.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,7,Fan Shop,18.22761917,-66.04356384,USCA,Louisville,Estados Unidos,98,50,0.25,199.99,0.48,1,199.99,149.99,72,South of  USA ,Kentucky,On_Hold,Pelican Sunstream 100 Kayak,199.99,First Class
DEBIT,2,1,35,199.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,7,Fan Shop,18.22761917,-66.04356384,USCA,Louisville,Estados Unidos,98,0,0,199.99,0.18,1,199.99,199.99,35,South of  USA ,Kentucky,On_Hold,Pelican Sunstream 100 Kayak,199.99,First Class
TRANSFER,2,2,22.43,131.95,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,7,Fan Shop,18.22761917,-66.04356384,USCA,Mississauga,Canada,98,17.99,0.12,49.98,0.17,3,149.94,131.95,22.43,Canada,Ontario,Suspected_Fraud,O'Brien Men's Neoprene Life Vest,49.98,Second Class
TRANSFER,2,2,62.61,130.45,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,7,Fan Shop,18.22761917,-66.04356384,USCA,Mississauga,Canada,98,19.49,0.13,49.98,0.48,3,149.94,130.45,62.61,Canada,Ontario,Suspected_Fraud,O'Brien Men's Neoprene Life Vest,49.98,Second Class
PAYMENT,2,4,18.51,50.99,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,4,Apparel,18.22761917,-66.04356384,Europe,Naples,Italia,98,9,0.15,59.99,0.36,1,59.99,50.99,18.51,Southern Europe,Campania,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,4,2,-287.32,391.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,7,Fan Shop,18.22761917,-66.04356384,USCA,Los Angeles,Estados Unidos,98,8,0.02,399.98,-0.73,1,399.98,391.98,-287.32,West of USA ,California,Complete,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
PAYMENT,2,4,83.99,299.97,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,3,Footwear,18.22761917,-66.04356384,Europe,Naples,Italia,98,0,0,99.99,0.28,3,299.97,299.97,83.99,Southern Europe,Campania,Pending_Payment,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,2,2,20.58,147,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,5,Golf,18.22761917,-66.04356384,USCA,Mississauga,Canada,98,3,0.02,50,0.14,3,150,147,20.58,Canada,Ontario,Suspected_Fraud,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
TRANSFER,4,4,27.91,59.39,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,4,Apparel,18.22761917,-66.04356384,LATAM,San Pedro Sula,Honduras,98,0.6,0.01,59.99,0.47,1,59.99,59.39,27.91,Central America,Cortés,Pending,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,4,4,14.4,191.97,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,4,Apparel,18.22761917,-66.04356384,LATAM,San Pedro Sula,Honduras,98,47.99,0.2,59.99,0.08,4,239.96,191.97,14.4,Central America,Cortés,Pending,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
CASH,4,4,14.51,230.36,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,4,Apparel,18.22761917,-66.04356384,LATAM,Villa Canales,Guatemala,98,9.6,0.04,59.99,0.06,4,239.96,230.36,14.51,Central America,Guatemala,Closed,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,1,-7.56,37.79,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,5,Golf,18.22761917,-66.04356384,USCA,Louisville,Estados Unidos,98,2.2,0.06,39.99,-0.2,1,39.99,37.79,-7.56,South of  USA ,Kentucky,On_Hold,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class
DEBIT,2,1,-40.36,185.98,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,3,Footwear,18.22761917,-66.04356384,USCA,Louisville,Estados Unidos,98,14,0.07,99.99,-0.22,2,199.98,185.98,-40.36,South of  USA ,Kentucky,On_Hold,Nike Men's Free 5.0+ Running Shoe,99.99,First Class
DEBIT,2,1,77.75,161.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,4,Apparel,18.22761917,-66.04356384,LATAM,Mexico City,México,98,18,0.1,59.99,0.48,3,179.97,161.97,77.75,Central America,Distrito Federal,Complete,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,2,1,15.36,153.56,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,5,Golf,18.22761917,-66.04356384,USCA,Louisville,Estados Unidos,98,6.4,0.04,39.99,0.1,4,159.96,153.56,15.36,South of  USA ,Kentucky,On_Hold,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class
DEBIT,2,1,-395.93,239.96,Late delivery,1,17,Cleats,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,4,Apparel,18.22761917,-66.04356384,LATAM,Mexico City,México,98,59.99,0.2,59.99,-1.65,5,299.95,239.96,-395.93,Central America,Distrito Federal,Complete,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,2,1,-85,212.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,98,William Smith,Consumer,PR,4592 Grand Timber Ramp,725,5,Golf,18.22761917,-66.04356384,LATAM,Mexico City,México,98,37.5,0.15,50,-0.4,5,250,212.5,-85,Central America,Distrito Federal,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,First Class
DEBIT,2,1,54.42,113.38,Late delivery,1,17,Cleats,Las Vegas,USA,99,Betty Munoz,Consumer,NV,9761 Green Jetty,89123,4,Apparel,36.19867706,115.2630768,USCA,Springfield,Estados Unidos,99,6.6,0.06,59.99,0.48,2,119.98,113.38,54.42,West of USA ,Oregón,Complete,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,4,2,22.5,224.99,Late delivery,1,43,Camping & Hiking,Las Vegas,USA,99,Betty Munoz,Consumer,NV,9761 Green Jetty,89123,7,Fan Shop,36.19867706,115.2630768,Europe,Nancy,Francia,99,75,0.25,299.98,0.1,1,299.98,224.99,22.5,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
